gene_id,KO_id,KO_acc,GO_IDs,GO_terms
2607586070,2607586070,MBS9772573.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607586078,2607586078,MBS9772565.1,GO:0003824,catalytic activity
2607586079,2607586079,MBS9772564.1,GO:0043531,ADP binding
2607586080,2607586080,MBS9772563.1,GO:0055085;GO:0015562;GO:1902495;GO:0005215;GO:0022857;GO:0016020;GO:0031224;GO:0032991;GO:0098796;GO:0110165;GO:1990351,transmembrane transport;efflux transmembrane transporter activity;transmembrane transporter complex;transporter activity;transmembrane transporter activity;membrane;obsolete intrinsic component of membrane;protein-containing complex;membrane protein complex;cellular anatomical entity;transporter complex
2607586087,2607586087,MBS9772555.1,GO:0005509,calcium ion binding
2607586119,2607586119,NET16117.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607586121,2607586121,MBS9772509.1,GO:0008146;GO:0008168;GO:0016020,sulfotransferase activity;methyltransferase activity;membrane
2607586123,2607586123,MBS9772508.1,GO:0008146;GO:0008168;GO:0016020;GO:0003824;GO:0016740;GO:0016741,"sulfotransferase activity;methyltransferase activity;membrane;catalytic activity;transferase activity;transferase activity, transferring one-carbon groups"
2607586124,2607586124,MBS9772507.1,GO:0006040;GO:0006790;GO:0008146;GO:0008152;GO:0009987;GO:0044237;GO:0071704;GO:1901135;GO:0003824;GO:0016740,amino sugar metabolic process;sulfur compound metabolic process;sulfotransferase activity;metabolic process;cellular process;cellular metabolic process;organic substance metabolic process;carbohydrate derivative metabolic process;catalytic activity;transferase activity
2607586129,2607586129,MBS9770348.1,GO:0008146;GO:0016020,sulfotransferase activity;membrane
2607586133,2607586133,MBS9770344.1,GO:0008168,methyltransferase activity
2607586139,2607586139,MBS9770340.1,GO:0016757,glycosyltransferase activity
2607586141,2607586141,MBS9770336.1,GO:0005515,protein binding
2607586144,2607586144,MBS9770333.1,GO:0003677,DNA binding
2607586148,2607586148,NEQ35531.1,GO:0016020,membrane
2607586151,2607586151,WP_094673999.1,GO:0003824,catalytic activity
2607586152,2607586152,NES66582.1,GO:0003824,catalytic activity
2607586161,2607586161,MBS9771624.1,GO:0005515,protein binding
2607586170,2607586170,TVQ18099.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607586175,2607586175,MBS9770707.1,GO:0009306;GO:0071806;GO:0008320;GO:0032991;GO:0006810;GO:0008104;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0055085;GO:0071692;GO:0071702;GO:0071705;GO:0140352;GO:0005215;GO:0022857,protein secretion;protein transmembrane transport;protein transmembrane transporter activity;protein-containing complex;transport;protein localization;cellular process;protein transport;secretion by cell;macromolecule localization;establishment of protein localization to extracellular region;establishment of protein localization;secretion;localization;establishment of localization;transmembrane transport;protein localization to extracellular region;organic substance transport;nitrogen compound transport;export from cell;transporter activity;transmembrane transporter activity
2607586176,2607586176,MBS9770706.1,GO:0005515,protein binding
2607586184,2607586184,MBS9770700.1,GO:0009103;GO:0016757;GO:0000271;GO:0005975;GO:0005976;GO:0006629;GO:0008152;GO:0008610;GO:0009058;GO:0009059;GO:0009987;GO:0016051;GO:0033692;GO:0034637;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044255;GO:0044260;GO:0044262;GO:0044264;GO:0071704;GO:1901135;GO:1901137;GO:1901576;GO:1903509;GO:0003824;GO:0016740,lipopolysaccharide biosynthetic process;glycosyltransferase activity;polysaccharide biosynthetic process;carbohydrate metabolic process;polysaccharide metabolic process;lipid metabolic process;metabolic process;lipid biosynthetic process;biosynthetic process;macromolecule biosynthetic process;cellular process;carbohydrate biosynthetic process;cellular polysaccharide biosynthetic process;cellular carbohydrate biosynthetic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular carbohydrate metabolic process;cellular polysaccharide metabolic process;organic substance metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative biosynthetic process;organic substance biosynthetic process;liposaccharide metabolic process;catalytic activity;transferase activity
2607586187,2607586187,MBS9770697.1,GO:0016539;GO:0003677;GO:0004519;GO:0005524;GO:0016887;GO:0140658;GO:0005634;GO:0016020;GO:0003676;GO:0003824;GO:0005488;GO:0008094;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0097159;GO:0140097;GO:0140640;GO:0140657;GO:1901363;GO:0005622;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,"intein-mediated protein splicing;DNA binding;endonuclease activity;ATP binding;ATP hydrolysis activity;ATP-dependent chromatin remodeler activity;nucleus;membrane;nucleic acid binding;catalytic activity;binding;ATP-dependent activity, acting on Dpyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ribonucleoside triphosphate phosphatase activity;organic cyclic compound binding;catalytic activity, acting on Dcatalytic activity, acting on a nucleic acid;ATP-dependent activity;heterocyclic compound binding;intracellular anatomical structure;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity"
2607586188,2607586188,MBS9770696.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607586190,2607586190,MBS9772431.1,GO:0005515,protein binding
2607586193,2607586193,MBS9772428.1,GO:0005829;GO:0005622;GO:0005737;GO:0110165,cytosol;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607586199,2607586199,Q115I9.1,GO:0008939,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
2607586209,2607586209,MBS9772412.1,GO:0006261;GO:0034645;GO:0071897;GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0046483;GO:0071704;GO:0090304;GO:1901360;GO:1901362;GO:1901576,DNA-templated DNA replication;cellular macromolecule biosynthetic process;DNA biosynthetic process;nucleobase-containing compound metabolic process;DNA metabolic process;DNA replication;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;heterocycle biosynthetic process;aromatic compound biosynthetic process;cellular nitrogen compound metabolic process;nucleobase-containing compound biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular nitrogen compound biosynthetic process;heterocycle metabolic process;organic substance metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;organic cyclic compound biosynthetic process;organic substance biosynthetic process
2607586212,2607586212,MBS9772409.1,GO:0005515,protein binding
2607586215,2607586215,MBS9772406.1,GO:0006281;GO:0006310;GO:0032508;GO:0003676;GO:0005524;GO:0016887;GO:0043138;GO:0005737;GO:0030894;GO:0033202;GO:0042575;GO:0006139;GO:0006259;GO:0006725;GO:0006807;GO:0006950;GO:0006974;GO:0006996;GO:0008152;GO:0009987;GO:0016043;GO:0032392;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0046483;GO:0050896;GO:0051276;GO:0051716;GO:0071103;GO:0071704;GO:0071840;GO:0090304;GO:1901360;GO:0003678;GO:0003824;GO:0004386;GO:0008094;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0140097;GO:0140640;GO:0140657;GO:0005622;GO:0005657;GO:0005694;GO:0032991;GO:0032993;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0061695;GO:0110165;GO:0140535;GO:1902494;GO:1990234,"DNA repair;DNA recombination;DNA duplex unwinding;nucleic acid binding;ATP binding;ATP hydrolysis activity;3'-5' DNA helicase activity;cytoplasm;replisome;DNA helicase complex;DNA polymerase complex;nucleobase-containing compound metabolic process;DNA metabolic process;cellular aromatic compound metabolic process;nitrogen compound metabolic process;response to stress;cellular response to DNA damage stimulus;organelle organization;metabolic process;cellular process;cellular component organization;DNA geometric change;cellular response to stress;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;heterocycle metabolic process;response to stimulus;chromosome organization;cellular response to stimulus;DNA conformation change;organic substance metabolic process;cellular component organization or biogenesis;nucleic acid metabolic process;organic cyclic compound metabolic process;DNA helicase activity;catalytic activity;helicase activity;ATP-dependent activity, acting on Dpyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ribonucleoside triphosphate phosphatase activity;catalytic activity, acting on Dcatalytic activity, acting on a nucleic acid;ATP-dependent activity;intracellular anatomical structure;replication fork;chromosome;protein-containing complex;protein-DNA complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;transferase complex, transferring phosphorus-containing groups;cellular anatomical entity;intracellular protein-containing complex;catalytic complex;transferase complex"
2607586218,2607586218,MBS9772403.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607586232,2607586232,MBS9772387.1,GO:0008299;GO:0004452;GO:0010181;GO:0016491,isoprenoid biosynthetic process;isopentenyl-diphosphate delta-isomerase activity;FMN binding;oxidoreductase activity
2607586236,2607586236,MCL2937465.1,GO:0015562;GO:1902495;GO:0005215;GO:0022857;GO:0016020;GO:0031224;GO:0032991;GO:0098796;GO:0110165;GO:1990351,efflux transmembrane transporter activity;transmembrane transporter complex;transporter activity;transmembrane transporter activity;membrane;obsolete intrinsic component of membrane;protein-containing complex;membrane protein complex;cellular anatomical entity;transporter complex
2607586237,2607586237,MBS9772382.1,GO:0055085;GO:0042910;GO:0005886;GO:0005215;GO:0022857;GO:0016020;GO:0071944;GO:0110165,transmembrane transport;xenobiotic transmembrane transporter activity;plasma membrane;transporter activity;transmembrane transporter activity;membrane;cell periphery;cellular anatomical entity
2607586253,2607586253,MBS9769768.1,GO:0009306;GO:0019867;GO:0032991;GO:0006810;GO:0008104;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0071692;GO:0071702;GO:0071705;GO:0140352,protein secretion;outer membrane;protein-containing complex;transport;protein localization;cellular process;protein transport;secretion by cell;macromolecule localization;establishment of protein localization to extracellular region;establishment of protein localization;secretion;localization;establishment of localization;protein localization to extracellular region;organic substance transport;nitrogen compound transport;export from cell
2607586256,2607586256,MBS9769765.1,GO:0016651;GO:0050660;GO:0000166;GO:0003824;GO:0005488;GO:0016491;GO:0036094;GO:0043167;GO:0043168;GO:0097159;GO:1901265;GO:1901363,"oxidoreductase activity, acting on NAD(P)H;flavin adenine dinucleotide binding;nucleotide binding;catalytic activity;binding;oxidoreductase activity;small molecule binding;ion binding;anion binding;organic cyclic compound binding;nucleoside phosphate binding;heterocyclic compound binding"
2607586262,2607586262,MBS9769759.1,GO:0098662;GO:0005451,inorganic cation transmembrane transport;obsolete monoatomic cation:proton antiporter activity
2607586265,2607586265,MBS9769756.1,GO:0006139;GO:0003676;GO:0008408,nucleobase-containing compound metabolic process;nucleic acid binding;3'-5' exonuclease activity
2607586274,2607586274,MCH2050206.1,GO:0009306;GO:0071806;GO:0008320;GO:0032991;GO:0006810;GO:0008104;GO:0009987;GO:0015031;GO:0032940;GO:0033036;GO:0035592;GO:0045184;GO:0046903;GO:0051179;GO:0051234;GO:0055085;GO:0071692;GO:0071702;GO:0071705;GO:0140352;GO:0005215;GO:0022857,protein secretion;protein transmembrane transport;protein transmembrane transporter activity;protein-containing complex;transport;protein localization;cellular process;protein transport;secretion by cell;macromolecule localization;establishment of protein localization to extracellular region;establishment of protein localization;secretion;localization;establishment of localization;transmembrane transport;protein localization to extracellular region;organic substance transport;nitrogen compound transport;export from cell;transporter activity;transmembrane transporter activity
2607586282,2607586282,MBS9769742.1,GO:0016747;GO:0003824;GO:0016740;GO:0016746,"acyltransferase activity, transferring groups other than amino-acyl groups;catalytic activity;transferase activity;acyltransferase activity"
2607586286,2607586286,MBS9769739.1,GO:0015031,protein transport
2607586289,2607586289,MBS9769736.1,GO:0007165;GO:0000155,signal transduction;phosphorelay sensor kinase activity
2607586290,2607586290,MBS9769735.1,GO:0008080;GO:0005737;GO:0003824;GO:0016407;GO:0016410;GO:0016740;GO:0016746;GO:0016747;GO:0005622;GO:0110165,"N-acetyltransferase activity;cytoplasm;catalytic activity;acetyltransferase activity;N-acyltransferase activity;transferase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups;intracellular anatomical structure;cellular anatomical entity"
2607586294,2607586294,NET16117.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607586305,2607586305,MCH2049230.1,GO:0009987;GO:0044419;GO:0005515;GO:0005524;GO:0140662;GO:0005886;GO:0009279;GO:0022610;GO:0044764;GO:0016020;GO:0019867;GO:0030312;GO:0030313;GO:0031975;GO:0071944;GO:0110165,cellular process;biological process involved in interspecies interaction between organisms;protein binding;ATP binding;ATP-dependent protein folding chaperone;plasma membrane;cell outer membrane;obsolete biological adhesion;obsolete multi-organism cellular process;membrane;outer membrane;external encapsulating structure;cell envelope;envelope;cell periphery;cellular anatomical entity
2607586306,2607586306,MCH2049230.1,GO:0034620;GO:0051085;GO:0005524;GO:0016887;GO:0031072;GO:0051082;GO:0051787;GO:0140662;GO:0005737;GO:0006457;GO:0006458;GO:0006950;GO:0006986;GO:0009987;GO:0010033;GO:0033554;GO:0035966;GO:0035967;GO:0042221;GO:0050896;GO:0051716;GO:0061077;GO:0070887;GO:0071310;GO:0000166;GO:0003824;GO:0005488;GO:0005515;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0032553;GO:0032555;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0097159;GO:0097367;GO:0140657;GO:1901265;GO:1901363;GO:0005622;GO:0110165,"cellular response to unfolded protein;chaperone cofactor-dependent protein refolding;ATP binding;ATP hydrolysis activity;heat shock protein binding;unfolded protein binding;misfolded protein binding;ATP-dependent protein folding chaperone;cytoplasm;protein folding;'de novo' protein folding;response to stress;response to unfolded protein;cellular process;response to organic substance;cellular response to stress;response to topologically incorrect protein;cellular response to topologically incorrect protein;response to chemical;response to stimulus;cellular response to stimulus;chaperone-mediated protein folding;cellular response to chemical stimulus;cellular response to organic substance;nucleotide binding;catalytic activity;binding;protein binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;ribonucleoside triphosphate phosphatase activity;ribonucleotide binding;purine ribonucleotide binding;purine ribonucleoside triphosphate binding;small molecule binding;ion binding;anion binding;organic cyclic compound binding;carbohydrate derivative binding;ATP-dependent activity;nucleoside phosphate binding;heterocyclic compound binding;intracellular anatomical structure;cellular anatomical entity"
2607586307,2607586307,MCH2049229.1,GO:0005524;GO:0140662,ATP binding;ATP-dependent protein folding chaperone
2607586311,2607586311,MBS9770199.1,GO:0006790;GO:0009067;GO:0009116;GO:0016798;GO:0005829;GO:0006082;GO:0006520;GO:0006807;GO:0008152;GO:0008652;GO:0009058;GO:0009066;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607;GO:0003824;GO:0016787;GO:0005622;GO:0005737;GO:0110165,"sulfur compound metabolic process;aspartate family amino acid biosynthetic process;nucleoside metabolic process;hydrolase activity, acting on glycosyl bonds;cytosol;organic acid metabolic process;amino acid metabolic process;nitrogen compound metabolic process;metabolic process;amino acid biosynthetic process;biosynthetic process;aspartate family amino acid metabolic process;cellular process;organic acid biosynthetic process;carboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;carboxylic acid biosynthetic process;organic substance metabolic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process;alpha-amino acid metabolic process;alpha-amino acid biosynthetic process;catalytic activity;hydrolase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity"
2607586312,2607586312,MBS9770201.1,GO:0006355;GO:0003677,regulation of DNA-templated transcription;DNA binding
2607586319,2607586319,MBS9770206.1,GO:0006468;GO:0004674;GO:0005524;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096,"protein phosphorylation;protein serine/threonine kinase activity;ATP binding;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein"
2607586336,2607586336,MBS9770223.1,GO:0006629,lipid metabolic process
2607586345,2607586345,MCH2051367.1,GO:0032259;GO:0008168,methylation;methyltransferase activity
2607586348,2607586348,NEO74711.1,GO:0003676,nucleic acid binding
2607586350,2607586350,NES64069.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607586353,2607586353,MBS9770787.1,GO:0016491,oxidoreductase activity
2607586369,2607586369,MBS9770771.1,GO:0007018;GO:0008092;GO:0005737;GO:0005871;GO:0016020;GO:0043227;GO:0006928;GO:0007017;GO:0009987;GO:0005488;GO:0005515;GO:0005622;GO:0005856;GO:0005875;GO:0015630;GO:0032991;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0110165,microtubule-based movement;cytoskeletal protein binding;cytoplasm;kinesin complex;membrane;membrane-bounded organelle;obsolete movement of cell or subcellular component;microtubule-based process;cellular process;binding;protein binding;intracellular anatomical structure;cytoskeleton;microtubule associated complex;microtubule cytoskeleton;protein-containing complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cellular anatomical entity
2607586375,2607586375,MCH2049745.1,GO:0006468;GO:0004674;GO:0005524;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096,"protein phosphorylation;protein serine/threonine kinase activity;ATP binding;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein"
2607586376,2607586376,MBS9771983.1,GO:0006468;GO:0004674;GO:0005524;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096,"protein phosphorylation;protein serine/threonine kinase activity;ATP binding;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein"
2607586384,2607586384,MBS9773414.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607586395,2607586395,MBS9773425.1,GO:0016836;GO:0005737;GO:0003824;GO:0016829;GO:0016835;GO:0005622;GO:0110165,hydro-lyase activity;cytoplasm;catalytic activity;lyase activity;carbon-oxygen lyase activity;intracellular anatomical structure;cellular anatomical entity
2607586402,2607586402,MCH2048943.1,GO:0005886;GO:0016020;GO:0071944;GO:0110165,plasma membrane;membrane;cell periphery;cellular anatomical entity
2607586409,2607586409,MBS9773436.1,GO:0008168,methyltransferase activity
2607586413,2607586413,MBS9773440.1,GO:0008270,zinc ion binding
2607586414,2607586414,TAH20832.1,GO:0006979;GO:0004096;GO:0020037;GO:0004601,response to oxidative stress;catalase activity;heme binding;peroxidase activity
2607586415,2607586415,NNE26210.1,GO:0034599;GO:0042744;GO:0098869;GO:1901701;GO:0004096;GO:0020037;GO:0046872;GO:0005829;GO:0006950;GO:0006979;GO:0008152;GO:0009056;GO:0009987;GO:0033554;GO:0042221;GO:0044237;GO:0044248;GO:0050896;GO:0051716;GO:0062197;GO:0070887;GO:1901700;GO:0003824;GO:0004601;GO:0005488;GO:0016491;GO:0046906;GO:0097159;GO:1901363;GO:0005622;GO:0005737;GO:0110165,cellular response to oxidative stress;hydrogen peroxide catabolic process;cellular oxidant detoxification;cellular response to oxygen-containing compound;catalase activity;heme binding;metal ion binding;cytosol;response to stress;response to oxidative stress;metabolic process;catabolic process;cellular process;cellular response to stress;response to chemical;cellular metabolic process;cellular catabolic process;response to stimulus;cellular response to stimulus;cellular response to chemical stress;cellular response to chemical stimulus;response to oxygen-containing compound;catalytic activity;peroxidase activity;binding;oxidoreductase activity;tetrapyrrole binding;organic cyclic compound binding;heterocyclic compound binding;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607586417,2607586417,MCH2048932.1,GO:0034599;GO:0044248;GO:1901701;GO:0004096;GO:0020037;GO:0005829;GO:0006950;GO:0006979;GO:0008152;GO:0009056;GO:0009987;GO:0033554;GO:0042221;GO:0044237;GO:0050896;GO:0051716;GO:0062197;GO:0070887;GO:1901700;GO:0003824;GO:0004601;GO:0005488;GO:0016491;GO:0046906;GO:0097159;GO:1901363;GO:0005622;GO:0005737;GO:0110165,cellular response to oxidative stress;cellular catabolic process;cellular response to oxygen-containing compound;catalase activity;heme binding;cytosol;response to stress;response to oxidative stress;metabolic process;catabolic process;cellular process;cellular response to stress;response to chemical;cellular metabolic process;response to stimulus;cellular response to stimulus;cellular response to chemical stress;cellular response to chemical stimulus;response to oxygen-containing compound;catalytic activity;peroxidase activity;binding;oxidoreductase activity;tetrapyrrole binding;organic cyclic compound binding;heterocyclic compound binding;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607586427,2607586427,MBS9773448.1,GO:0005515,protein binding
2607586430,2607586430,MBS9773451.1,GO:0005996;GO:0016051;GO:0018130;GO:0046394;GO:1901362;GO:0005509;GO:0005524;GO:0052689;GO:0005975;GO:0006082;GO:0008152;GO:0009058;GO:0009987;GO:0016053;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046483;GO:0071704;GO:1901360;GO:1901576;GO:0003824;GO:0005488;GO:0016787;GO:0016788;GO:0043167;GO:0043169;GO:0046872,"monosaccharide metabolic process;carbohydrate biosynthetic process;heterocycle biosynthetic process;carboxylic acid biosynthetic process;organic cyclic compound biosynthetic process;calcium ion binding;ATP binding;carboxylic ester hydrolase activity;carbohydrate metabolic process;organic acid metabolic process;metabolic process;biosynthetic process;cellular process;organic acid biosynthetic process;carboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;small molecule metabolic process;small molecule biosynthetic process;heterocycle metabolic process;organic substance metabolic process;organic cyclic compound metabolic process;organic substance biosynthetic process;catalytic activity;binding;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;cation binding;metal ion binding"
2607586431,2607586431,MCL2927743.1,GO:0007154;GO:0016020,cell communication;membrane
2607586432,2607586432,MCL2927618.1,GO:0007154;GO:0016020,cell communication;membrane
2607586442,2607586442,MBS9771482.1,GO:0005515,protein binding
2607586445,2607586445,MBS9771485.1,GO:0005524,ATP binding
2607586450,2607586450,MCH2048484.1,GO:0003677,DNA binding
2607586454,2607586454,MBS9771491.1,GO:0016491;GO:0005737;GO:0003824;GO:0005622;GO:0110165,oxidoreductase activity;cytoplasm;catalytic activity;intracellular anatomical structure;cellular anatomical entity
2607586457,2607586457,MBS9771494.1,GO:0006629;GO:0004620;GO:0052689;GO:0003824;GO:0016298;GO:0016787;GO:0016788,"lipid metabolic process;phospholipase activity;carboxylic ester hydrolase activity;catalytic activity;lipase activity;hydrolase activity;hydrolase activity, acting on ester bonds"
2607586459,2607586459,MBS9771495.1,GO:0003824,catalytic activity
2607586464,2607586464,MBS9771500.1,GO:0015920;GO:0008289;GO:0015221;GO:0097367;GO:0005886;GO:0030288;GO:0006810;GO:0006869;GO:0010876;GO:0033036;GO:0051179;GO:0051234;GO:0071702;GO:1901264;GO:0005215;GO:0005319;GO:0005488;GO:0016020;GO:0030313;GO:0031224;GO:0031226;GO:0031975;GO:0042597;GO:0071944;GO:0110165,lipopolysaccharide transport;lipid binding;lipopolysaccharide transmembrane transporter activity;carbohydrate derivative binding;plasma membrane;outer membrane-bounded periplasmic space;transport;lipid transport;lipid localization;macromolecule localization;localization;establishment of localization;organic substance transport;carbohydrate derivative transport;transporter activity;lipid transporter activity;binding;membrane;cell envelope;obsolete intrinsic component of membrane;obsolete intrinsic component of plasma membrane;envelope;periplasmic space;cell periphery;cellular anatomical entity
2607586465,2607586465,MBS9771501.1,GO:0004540,ribonuclease activity
2607586469,2607586469,MBS9771503.1,GO:0016020;GO:0110165,membrane;cellular anatomical entity
2607586492,2607586492,MBS9771526.1,GO:0016575;GO:0004407,histone deacetylation;histone deacetylase activity
2607586497,2607586497,MBS9771530.1,GO:0006086;GO:0016407;GO:0140096;GO:0045254;GO:0003824;GO:0016740;GO:0016746;GO:0016747,"acetyl-CoA biosynthetic process from pyruvate;acetyltransferase activity;catalytic activity, acting on a protein;pyruvate dehydrogenase complex;catalytic activity;transferase activity;acyltransferase activity;acyltransferase activity, transferring groups other than amino-acyl groups"
2607586502,2607586502,MBS9771537.1,GO:0006508;GO:0008237;GO:0008270,proteolysis;metallopeptidase activity;zinc ion binding
2607586509,2607586509,MBS9771543.1,GO:0016787;GO:0003824,hydrolase activity;catalytic activity
2607586513,2607586513,MBS9771547.1,GO:0008168,methyltransferase activity
2607586518,2607586518,WP_006097775.1,GO:0003676,nucleic acid binding
2607586521,2607586521,MBS9769485.1,GO:0016787,hydrolase activity
2607586525,2607586525,MBS9769489.1,GO:0000976;GO:0001217;GO:0032993;GO:0001067;GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0005488;GO:0043565;GO:0097159;GO:0140110;GO:1901363;GO:1990837;GO:0032991,transcription cis-regulatory region binding;DNA-binding transcription repressor activity;protein-DNA complex;transcription regulatory region nucleic acid binding;nucleic acid binding;DNA binding;double-stranded DNA binding;DNA-binding transcription factor activity;binding;sequence-specific DNA binding;organic cyclic compound binding;transcription regulator activity;heterocyclic compound binding;sequence-specific double-stranded DNA binding;protein-containing complex
